name	x	y	z
     Fp1	  83.917	  29.437	   -6.99
     AF3	  76.837	  33.701	  21.227
     AF7	  68.572	   54.84	  -10.59
      Fz	  58.512	 -0.3122	  66.462
      F1	  56.931	  27.496	  60.342
      F3	  53.111	  50.244	  42.192
      F5	  48.035	  64.466	  16.921
      F7	  42.474	  70.263	  -11.42
     FC1	  26.011	  34.062	  79.987
     FC3	  22.716	  60.182	  55.544
     FC5	  18.643	  77.215	   24.46
     FT7	   14.12	  80.775	 -11.135
      Cz	  -9.167	 -0.4009	  100.24
      C1	 -9.9839	  36.158	  89.752
      C3	 -11.632	  65.358	  64.358
      C5	  -13.76	   80.28	   29.16
      T7	 -16.019	  84.161	  -9.346
     CP1	 -47.292	  35.513	  91.315
     CP3	 -47.009	  63.556	  65.624
     CP5	 -46.551	  79.592	  30.949
     TP7	 -46.022	   84.83	  -7.056
      Pz	 -81.115	 -0.3247	  82.615
      P1	 -80.525	   28.62	  75.436
      P3	 -78.788	  53.007	   55.94
      P5	 -76.291	  67.272	  28.382
      P7	 -73.453	  72.434	  -2.487
     PO3	 -100.85	  36.511	  37.167
     PO7	 -97.528	   54.84	   2.792
      Oz	 -114.89	 -0.1076	  14.657
      O1	 -112.45	  29.413	   8.839
     VEO	       0	       0	       0
     Fpz	  88.247	 -0.1123	  -1.713
     Fp2	  84.896	 -29.872	   -7.08
     AF4	  77.726	 -35.712	  21.956
     AF8	  69.657	 -55.743	 -10.755
      F2	  57.602	 -29.514	   59.54
      F4	  54.305	 -51.836	  40.814
      F6	   49.83	 -67.914	  16.367
      F8	  44.422	 -73.043	     -12
     FC2	  26.438	 -34.784	  78.808
     FC4	  23.723	 -62.293	   55.63
     FC6	  19.936	 -79.534	  24.438
     FT8	  15.417	 -81.815	  -11.33
      C2	 -9.6241	 -37.672	  88.412
      C4	   -10.9	 -67.118	   63.58
      C6	 -12.776	 -83.456	  29.208
      T8	  -15.02	  -85.08	   -9.49
     CPz	 -47.318	 -0.3858	  99.432
     CP2	 -47.073	 -38.384	  90.695
     CP4	 -46.637	 -66.612	   65.58
     CP6	 -46.101	 -83.322	  31.206
     TP8	 -45.545	 -85.549	   -7.13
      P2	 -80.487	  -31.92	  76.716
      P4	  -78.56	 -55.667	  56.561
      P6	 -75.904	 -67.888	  28.091
      P8	 -73.068	 -73.056	   -2.54
     POz	 -102.18	 -0.2156	  50.608
     PO4	 -100.85	 -36.782	  36.397
     PO8	 -97.625	 -55.667	    2.73
      O2	 -112.16	 -29.843	     8.8
